,0
Annual return,0.6581419620071751
Cumulative returns,1.7549576977957715
Annual volatility,0.3460088840149266
Sharpe ratio,1.6386412615635728
Calmar ratio,2.0942389010449554
Stability,0.9056497844159347
Max drawdown,-0.3142630774735319
Omega ratio,1.4029156732657224
Sortino ratio,2.471690617235934
Skew,
Kurtosis,
Tail ratio,1.0188721576407829
Daily value at risk,-0.041343083603394566
