,date,account_value
186,2019-09-27,949663.7884992835
187,2019-09-30,953029.2512892005
188,2019-10-01,954156.6982134578
189,2019-10-02,949242.144899821
190,2019-10-03,951141.6110878227
191,2019-10-04,953624.0712736367
192,2019-10-07,952471.508216977
193,2019-10-08,947452.9640025377
194,2019-10-09,942796.4361922025
195,2019-10-10,943965.945374751
196,2019-10-11,950237.4343932866
197,2019-10-14,954373.8981447933
198,2019-10-15,954967.3442990063
199,2019-10-16,960339.7829194305
200,2019-10-17,963339.1968267678
201,2019-10-18,961529.5907597302
202,2019-10-21,961326.9921363114
203,2019-10-22,970664.399910712
204,2019-10-23,971479.7601325271
205,2019-10-24,971274.1222156284
206,2019-10-25,969831.4766793963
207,2019-10-28,966518.8448379752
208,2019-10-29,958614.2234575984
209,2019-10-30,956941.6440521475
210,2019-10-31,950851.071853232
211,2019-11-01,959290.5298654791
212,2019-11-04,959501.940608811
213,2019-11-05,960779.3543900248
214,2019-11-06,964630.7699208017
215,2019-11-07,967425.1531292673
216,2019-11-08,964616.538957047
217,2019-11-11,963096.9262319799
218,2019-11-12,960916.3263109918
219,2019-11-13,961353.7338932748
220,2019-11-14,962233.1390540357
221,2019-11-15,960022.543161654
222,2019-11-18,954249.9500804659
223,2019-11-19,951573.3906325098
224,2019-11-20,950676.841487002
225,2019-11-21,951576.2946286913
226,2019-11-22,955191.7411802049
227,2019-11-25,963590.1834066148
228,2019-11-26,965185.573448586
229,2019-11-27,970909.9634485956
230,2019-11-29,970679.3341515776
231,2019-12-02,966751.6983891722
232,2019-12-03,965591.0769641157
233,2019-12-04,972813.4636308905
234,2019-12-05,972110.8268793818
235,2019-12-06,978690.1806041952
236,2019-12-09,970429.5148548838
237,2019-12-10,974694.8890875574
238,2019-12-11,951370.2376335856
239,2019-12-12,952564.6777957197
240,2019-12-13,949444.1170491453
241,2019-12-16,950648.5766458745
242,2019-12-17,964200.0252611394
243,2019-12-18,966629.4169437165
244,2019-12-19,964188.803270697
245,2019-12-20,962473.193064999
246,2019-12-23,953124.6029799693
247,2019-12-24,948925.0400954955
248,2019-12-26,947932.4970415347
249,2019-12-27,960381.9570415252
250,2019-12-30,966131.3675183528
251,2019-12-31,964875.7497308963
252,2020-01-02,970671.1422115559
253,2020-01-03,959791.5155545945
254,2020-01-06,959028.922225451
255,2020-01-07,950613.3391709562
256,2020-01-08,955732.7822881456
257,2020-01-09,951363.2205821272
258,2020-01-10,948266.6562322852
259,2020-01-13,948266.1132323024
260,2020-01-14,929545.5756873366
261,2020-01-15,926935.1071764227
262,2020-01-16,927196.6396799799
263,2020-01-17,930615.1806897875
264,2020-01-21,926390.7097181078
265,2020-01-22,925595.2451581713
266,2020-01-23,927190.7876361128
267,2020-01-24,919180.3332750555
268,2020-01-27,918107.9022973772
269,2020-01-28,916224.4696796652
270,2020-01-29,914064.0507395979
271,2020-01-30,908643.6364473577
272,2020-01-31,906195.2392969604
273,2020-02-03,909197.8589419122
274,2020-02-04,912485.4673388953
275,2020-02-05,915510.0508975025
276,2020-02-06,914405.6339503761
277,2020-02-07,905264.2220637318
278,2020-02-10,908877.844245195
279,2020-02-11,911109.4481165883
280,2020-02-12,915869.0482528206
281,2020-02-13,913620.6313966748
282,2020-02-14,911082.2160936829
283,2020-02-18,912213.8130141255
284,2020-02-19,914769.4113476273
285,2020-02-20,914483.9898244854
