,0
Annual return,0.17952708885321922
Cumulative returns,0.39219603901245015
Annual volatility,0.25426070042520793
Sharpe ratio,0.7788948910760427
Calmar ratio,0.5312370705185648
Stability,0.5680195464832359
Max drawdown,-0.3379415684940334
Omega ratio,1.1919494312163406
Sortino ratio,1.0717928769314966
Skew,
Kurtosis,
Tail ratio,0.7418712882583297
Daily value at risk,-0.031247954831205273
