,date,account_value
230,2019-11-29,892894.6727433206
231,2019-12-02,894624.9176695825
232,2019-12-03,883101.4882216455
233,2019-12-04,882445.0978592874
234,2019-12-05,888363.980293274
235,2019-12-06,889243.3975580217
236,2019-12-09,896539.7123768808
237,2019-12-10,902312.3929291727
238,2019-12-11,901418.8401832583
239,2019-12-12,910321.2230970385
240,2019-12-13,898106.3739129069
241,2019-12-16,908517.958922291
242,2019-12-17,917810.8925354007
243,2019-12-18,929475.4047728542
244,2019-12-19,918931.1521325115
245,2019-12-20,921752.5232585911
246,2019-12-23,921750.9677853588
247,2019-12-24,919852.1139760974
248,2019-12-26,929851.6800758365
249,2019-12-27,929132.8292119983
250,2019-12-30,935372.3509606364
251,2019-12-31,940913.7882813456
252,2020-01-02,929297.9729502681
253,2020-01-03,929539.3070549967
254,2020-01-06,943439.0516070368
255,2020-01-07,957393.4224444391
256,2020-01-08,967961.2570765498
257,2020-01-09,958335.7444521906
258,2020-01-10,960811.3042017939
259,2020-01-13,962550.3629555705
260,2020-01-14,962049.3633372309
261,2020-01-15,951021.0794911387
262,2020-01-16,953786.6359576228
263,2020-01-17,954795.0403674128
264,2020-01-21,940091.2430605891
265,2020-01-22,944160.6871735576
266,2020-01-23,942115.8214903835
267,2020-01-24,934679.6180829052
268,2020-01-27,924384.9714127544
269,2020-01-28,937039.4379899981
270,2020-01-29,937037.8181854251
271,2020-01-30,935995.3340085987
272,2020-01-31,913011.1115385059
273,2020-02-03,926378.0082045558
274,2020-02-04,926639.511415768
275,2020-02-05,952514.4854609494
276,2020-02-06,939262.506316853
277,2020-02-07,924632.6933680538
278,2020-02-10,920093.3528071407
279,2020-02-11,923574.3454560284
280,2020-02-12,940778.989524937
281,2020-02-13,933762.3261866574
282,2020-02-14,931865.3644028667
283,2020-02-18,915560.0969241146
284,2020-02-19,921557.7375880245
285,2020-02-20,931133.8168677334
286,2020-02-21,919873.2820744518
287,2020-02-24,898377.3786280635
288,2020-02-25,874871.0031998637
289,2020-02-26,846843.2358827594
290,2020-02-27,827628.9221329693
291,2020-02-28,836848.2042980198
292,2020-03-02,830118.0540663723
293,2020-03-03,820551.6160153393
294,2020-03-04,820832.6882368091
295,2020-03-05,790240.5159754758
296,2020-03-06,787681.5114915852
297,2020-03-09,757452.3898786549
298,2020-03-10,755162.3402278904
299,2020-03-11,730471.5535342221
300,2020-03-12,678510.6604159359
301,2020-03-13,698074.9109336857
302,2020-03-16,658210.117150021
303,2020-03-17,657906.4392148976
304,2020-03-18,642705.7692149166
305,2020-03-19,657650.156777573
306,2020-03-20,637147.4854429726
307,2020-03-23,599999.8822718625
308,2020-03-24,626179.3983345514
